username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
GeniusJesse,10/5/17 11:31,2,3,We've been working hard. Come build cool things at HackNC @theHackNC pic.twitter.com/J2cFy2fLsZ,,@theHackNC,,9.15963E+17,https://twitter.com/GeniusJesse/status/915962675351494656
GeniusJesse,9/20/17 23:44,0,1,Come to HackNC! https:// twitter.com/theHackNC/stat us/910710443735420929 ‰Û_,,,,9.10711E+17,https://twitter.com/GeniusJesse/status/910711231824171008
GeniusJesse,8/27/17 15:27,0,3,That feeling when the coffee shop wifi just isn't enough...,,,,9.01889E+17,https://twitter.com/GeniusJesse/status/901888971478851589
GeniusJesse,8/11/17 8:10,0,0,Last day at work for the summer. It's been fun realTime!,,,,8.95981E+17,https://twitter.com/GeniusJesse/status/895980655212974080
GeniusJesse,8/9/17 22:27,0,1,Anybody want to sponsor my attendance at CCC this year?,,,,8.95472E+17,https://twitter.com/GeniusJesse/status/895471585515229184
GeniusJesse,6/30/17 9:47,0,1,"Confirmed: Yaml syntax and formatting is terrible. Seems cool and all, but then it throws errors that make zero sense.",,,,8.80785E+17,https://twitter.com/GeniusJesse/status/880784872599691264
GeniusJesse,6/15/17 12:30,0,0,you didn't get the dev edition?,,,,8.7539E+17,https://twitter.com/GeniusJesse/status/875390140218306560
GeniusJesse,4/15/17 16:57,0,0,"If you can make it, please attend. Main march in D.C. but many satellite marches including one at UNC and in Raleigh https://www. marchforscience.com",,,,8.53352E+17,https://twitter.com/GeniusJesse/status/853351622646398979
GeniusJesse,2/6/17 11:44,0,0,https:// twitter.com/nprmusic/statu s/828608374375858176 ‰Û_,,,,8.28645E+17,https://twitter.com/GeniusJesse/status/828645447610793986
GeniusJesse,12/21/16 19:45,0,0,This one took a while... pic.twitter.com/4RcyrW33U2,,,,8.11734E+17,https://twitter.com/GeniusJesse/status/811734342242304000
GeniusJesse,12/21/16 19:34,0,0,Even better Sierpinski triangle pic.twitter.com/exj5UR6jVt,,,,8.11732E+17,https://twitter.com/GeniusJesse/status/811731538496946176
GeniusJesse,12/21/16 18:41,0,1,"Look! I was a able to generate Sierpinksi triangle... Its a cool fractal made using whats called the chaos game"". pic.twitter.com/qAIziIEVjf""",,,,8.11718E+17,https://twitter.com/GeniusJesse/status/811718291567902721
GeniusJesse,11/25/16 22:05,0,0,@tyler_fleming96 Stop,,@tyler_fleming96,,8.02348E+17,https://twitter.com/GeniusJesse/status/802347522916253696
GeniusJesse,11/17/16 21:44,0,0,A tragic day to say the least. The largest music collection ever amassed was just destroyed. RIP What.CD.,,,,7.99443E+17,https://twitter.com/GeniusJesse/status/799443193343438848
GeniusJesse,8/31/16 14:12,0,0,I'm beginning to lose faith in others.,,,,7.71048E+17,https://twitter.com/GeniusJesse/status/771048087162937344
